,ID,Gender,Race,Age,Age_Group,Income,Credit_Score,Loan_Amount,Employment_Type,Education_Level,Citizenship_Status,Language_Proficiency,Disability_Status,Criminal_Record,Zip_Code_Group,Loan_Approved,CreditScore_Group,Suspicious
3420,3421,Female,White,73,Over 60,61309,834,211474,Unemployed,High School,Citizen,Fluent,No,No,Urban Professional,0,Excellent,True
9223,9224,Female,Hispanic,25,25-60,30609,834,265225,Full-time,High School,Citizen,Limited,No,No,High-income Suburban,0,Excellent,True
8024,8025,Female,Black,34,25-60,56485,834,300575,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,0,Excellent,True
1828,1829,Male,Hispanic,48,25-60,145849,834,149579,Full-time,Some College,Visa Holder,Limited,No,No,High-income Suburban,0,Excellent,True
9279,9280,Male,Black,46,25-60,93880,834,386691,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Urban Professional,0,Excellent,True
5141,5142,Non-binary,White,80,Over 60,84797,834,330359,Full-time,Some College,Permanent Resident,Limited,No,No,High-income Suburban,0,Excellent,True
2451,2452,Female,White,45,25-60,138865,834,365520,Full-time,Some College,Citizen,Limited,No,No,Working Class Urban,0,Excellent,True
4812,4813,Female,Black,77,Over 60,132262,834,364514,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Excellent,True
6220,6221,Female,White,33,25-60,62413,834,427562,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
4406,4407,Male,Asian,37,25-60,53828,834,351190,Full-time,Some College,Permanent Resident,Fluent,No,No,Rural,0,Excellent,True
6565,6566,Male,Black,21,Under 25,135168,834,245046,Self-employed,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
6836,6837,Female,White,52,25-60,36148,834,349322,Full-time,Some College,Citizen,Limited,No,No,Urban Professional,0,Excellent,True
4852,4853,Non-binary,Hispanic,23,Under 25,151551,833,335452,Self-employed,High School,Citizen,Fluent,No,No,High-income Suburban,0,Excellent,True
4766,4767,Male,Hispanic,82,Over 60,32915,833,115207,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,0,Excellent,True
4864,4865,Male,Hispanic,34,25-60,154185,833,266714,Self-employed,Some College,Citizen,Fluent,No,No,Urban Professional,0,Excellent,True
4359,4360,Female,White,61,Over 60,95273,833,427844,Self-employed,High School,Citizen,Fluent,No,No,High-income Suburban,0,Excellent,True
9746,9747,Male,White,59,25-60,30468,833,90985,Part-time,Bachelor's,Citizen,Fluent,No,No,Rural,1,Excellent,True
9246,9247,Female,White,26,25-60,125319,833,161101,Part-time,Some College,Citizen,Limited,No,No,Working Class Urban,0,Excellent,True
7100,7101,Female,Hispanic,61,Over 60,153831,833,449052,Self-employed,High School,Citizen,Fluent,No,No,Rural,0,Excellent,True
8287,8288,Female,Asian,55,25-60,32496,833,74891,Part-time,Bachelor's,Citizen,Limited,No,No,High-income Suburban,0,Excellent,True
7012,7013,Male,Black,34,25-60,44632,833,235143,Self-employed,Graduate,Citizen,Limited,No,No,High-income Suburban,0,Excellent,True
6787,6788,Female,Black,40,25-60,146737,833,106215,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,0,Excellent,True
4257,4258,Male,Hispanic,36,25-60,128278,833,90034,Full-time,Bachelor's,Visa Holder,Fluent,No,No,Working Class Urban,0,Excellent,True
448,449,Male,White,77,Over 60,91967,833,416311,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,0,Excellent,True
2497,2498,Female,Hispanic,51,25-60,121830,833,178240,Self-employed,High School,Permanent Resident,Fluent,No,No,Rural,0,Excellent,True
5111,5112,Female,White,27,25-60,56635,833,348581,Full-time,Graduate,Citizen,Fluent,No,No,Rural,0,Excellent,True
8241,8242,Female,Black,25,25-60,75939,833,275955,Full-time,Some College,Permanent Resident,Fluent,No,No,Working Class Urban,0,Excellent,True
5862,5863,Male,Black,18,Under 25,31387,832,179651,Full-time,Bachelor's,Citizen,Limited,No,No,Rural,1,Excellent,True
5531,5532,Female,White,41,25-60,46203,832,85763,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,1,Excellent,True
4707,4708,Male,White,78,Over 60,122855,832,291798,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional,0,Excellent,True
2595,2596,Male,White,34,25-60,37989,832,280614,Part-time,High School,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
2614,2615,Female,Native American,35,25-60,63638,832,440429,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,0,Excellent,True
3312,3313,Non-binary,Hispanic,46,25-60,117355,832,197268,Gig,High School,Citizen,Fluent,No,No,Rural,0,Excellent,True
5434,5435,Male,White,62,Over 60,43681,832,149042,Part-time,High School,Citizen,Fluent,No,No,High-income Suburban,0,Excellent,True
2860,2861,Male,White,43,25-60,153350,832,280131,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,0,Excellent,True
6344,6345,Male,White,33,25-60,145453,832,99306,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban,0,Excellent,True
5692,5693,Female,Black,39,25-60,88761,832,423279,Gig,Bachelor's,Citizen,Fluent,No,No,Urban Professional,0,Excellent,True
8483,8484,Male,Asian,47,25-60,28021,832,385366,Part-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,0,Excellent,True
9103,9104,Female,Black,45,25-60,114174,832,430588,Full-time,High School,Visa Holder,Fluent,Yes,No,Rural,0,Excellent,True
9357,9358,Female,White,50,25-60,29744,832,332732,Self-employed,Graduate,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
4633,4634,Male,Asian,64,Over 60,140623,832,127811,Part-time,Some College,Citizen,Fluent,No,No,Historically Redlined,0,Excellent,True
5150,5151,Male,Asian,32,25-60,74501,832,130479,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
1745,1746,Male,Asian,21,Under 25,104125,832,401424,Self-employed,Some College,Citizen,Fluent,Yes,No,High-income Suburban,0,Excellent,True
6566,6567,Female,White,33,25-60,124253,832,333901,Self-employed,Graduate,Citizen,Fluent,No,No,High-income Suburban,0,Excellent,True
5503,5504,Non-binary,Hispanic,30,25-60,125085,831,67680,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Rural,0,Excellent,True
334,335,Female,White,79,Over 60,169633,831,192378,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,0,Excellent,True
2634,2635,Male,White,52,25-60,51737,831,386864,Full-time,Bachelor's,Permanent Resident,Limited,No,No,Working Class Urban,0,Excellent,True
2006,2007,Male,Black,36,25-60,42371,831,310373,Full-time,High School,Citizen,Fluent,Yes,No,Working Class Urban,0,Excellent,True
4351,4352,Female,White,34,25-60,38065,831,121791,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Excellent,True
5990,5991,Female,White,50,25-60,28733,831,334108,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,1,Excellent,True
4308,4309,Female,Asian,68,Over 60,48089,831,144066,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
1577,1578,Female,Black,27,25-60,58339,831,322509,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,0,Excellent,True
2101,2102,Female,White,55,25-60,170280,831,416159,Full-time,High School,Citizen,Fluent,Yes,No,Working Class Urban,0,Excellent,True
3689,3690,Female,White,28,25-60,163050,831,251532,Full-time,Graduate,Permanent Resident,Limited,No,No,Working Class Urban,0,Excellent,True
6487,6488,Male,White,28,25-60,67180,831,389643,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
5421,5422,Male,Hispanic,22,Under 25,128601,830,234181,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,0,Excellent,True
1055,1056,Male,White,35,25-60,164384,830,141465,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,0,Excellent,True
8611,8612,Female,White,28,25-60,74013,830,324853,Self-employed,Bachelor's,Citizen,Limited,No,No,Rural,0,Excellent,True
7253,7254,Female,White,55,25-60,162050,830,229835,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,0,Excellent,True
7473,7474,Male,Multiracial,56,25-60,128150,830,402559,Unemployed,Graduate,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
885,886,Male,Hispanic,55,25-60,102761,830,287186,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
7606,7607,Male,Black,61,Over 60,161518,830,233183,Unemployed,High School,Citizen,Fluent,No,No,Urban Professional,0,Excellent,True
9540,9541,Female,White,29,25-60,105525,830,353828,Self-employed,High School,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
836,837,Female,Hispanic,77,Over 60,91348,830,111602,Full-time,Graduate,Citizen,Limited,No,No,Working Class Urban,0,Excellent,True
4573,4574,Male,Black,65,Over 60,31212,830,267323,Full-time,Bachelor's,Visa Holder,Fluent,Yes,No,High-income Suburban,0,Excellent,True
4915,4916,Female,Asian,20,Under 25,133636,830,290869,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
3022,3023,Male,White,75,Over 60,69924,829,220266,Full-time,High School,Permanent Resident,Limited,No,No,Rural,0,Excellent,True
2919,2920,Female,Hispanic,79,Over 60,32129,829,235180,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,1,Excellent,True
3734,3735,Female,Hispanic,65,Over 60,33580,829,338542,Full-time,Bachelor's,Citizen,Limited,No,No,High-income Suburban,0,Excellent,True
4586,4587,Female,Asian,36,25-60,47867,829,97977,Full-time,High School,Citizen,Limited,Yes,No,Working Class Urban,0,Excellent,True
3687,3688,Male,White,35,25-60,78989,829,349340,Gig,Some College,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
8109,8110,Male,Asian,59,25-60,33818,829,399639,Full-time,Bachelor's,Citizen,Limited,Yes,No,Urban Professional,1,Excellent,True
2482,2483,Female,Black,70,Over 60,74956,829,291008,Unemployed,Some College,Citizen,Fluent,No,Yes,Working Class Urban,0,Excellent,True
2332,2333,Female,White,67,Over 60,32884,829,215760,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Rural,0,Excellent,True
1843,1844,Female,White,56,25-60,25253,829,246305,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined,1,Excellent,True
2284,2285,Non-binary,Black,23,Under 25,65748,829,246600,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
3009,3010,Male,White,51,25-60,159854,829,199842,Full-time,High School,Permanent Resident,Fluent,No,No,Rural,0,Excellent,True
9443,9444,Male,Black,40,25-60,141954,829,316561,Full-time,Some College,Citizen,Fluent,Yes,No,Historically Redlined,0,Excellent,True
9461,9462,Male,Hispanic,52,25-60,109447,829,432005,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,0,Excellent,True
581,582,Male,Asian,66,Over 60,36437,829,223085,Full-time,Some College,Citizen,Limited,No,No,Urban Professional,1,Excellent,True
6324,6325,Female,Hispanic,79,Over 60,108494,828,429211,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,0,Excellent,True
9259,9260,Female,Black,23,Under 25,95992,828,403697,Gig,Graduate,Citizen,Fluent,No,No,Urban Professional,0,Excellent,True
7912,7913,Male,Hispanic,65,Over 60,76982,828,149616,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,0,Excellent,True
8749,8750,Female,Black,55,25-60,41943,828,271577,Part-time,Some College,Citizen,Fluent,No,No,High-income Suburban,1,Excellent,True
1260,1261,Male,Hispanic,50,25-60,30651,828,84297,Full-time,Bachelor's,Citizen,Limited,No,No,Working Class Urban,0,Excellent,True
5005,5006,Female,White,28,25-60,54951,828,250333,Full-time,Graduate,Citizen,Limited,Yes,No,High-income Suburban,0,Excellent,True
4614,4615,Male,White,74,Over 60,44044,828,175024,Gig,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Excellent,True
366,367,Male,White,38,25-60,90061,828,105673,Full-time,Some College,Citizen,Fluent,Yes,No,Historically Redlined,0,Excellent,True
7321,7322,Female,White,25,25-60,123478,828,220492,Self-employed,High School,Citizen,Fluent,No,No,High-income Suburban,0,Excellent,True
1502,1503,Male,Hispanic,79,Over 60,53518,828,187175,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
1198,1199,Male,Hispanic,72,Over 60,116115,828,102615,Self-employed,Bachelor's,Citizen,Limited,No,No,Working Class Urban,0,Excellent,True
5510,5511,Male,Black,29,25-60,133651,828,205932,Gig,High School,Citizen,Fluent,No,No,Rural,0,Excellent,True
965,966,Female,White,49,25-60,26764,828,182522,Gig,High School,Citizen,Fluent,No,No,Urban Professional,0,Excellent,True
8792,8793,Female,White,79,Over 60,44676,828,104059,Part-time,Some College,Citizen,Fluent,No,No,Urban Professional,1,Excellent,True
3133,3134,Male,White,79,Over 60,148164,828,408674,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,0,Excellent,True
3514,3515,Non-binary,White,46,25-60,40993,828,395118,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,1,Excellent,True
798,799,Male,Black,29,25-60,174692,828,317506,Self-employed,Bachelor's,Citizen,Limited,No,No,Urban Professional,0,Excellent,True
2098,2099,Female,White,24,Under 25,129980,828,287241,Gig,High School,Permanent Resident,Fluent,No,No,High-income Suburban,0,Excellent,True
824,825,Male,Black,74,Over 60,55447,827,262245,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,0,Excellent,True
9736,9737,Female,Asian,43,25-60,39463,827,280149,Full-time,Bachelor's,Citizen,Fluent,Yes,No,High-income Suburban,0,Excellent,True
1635,1636,Female,White,40,25-60,56382,827,428105,Part-time,High School,Citizen,Limited,No,No,High-income Suburban,0,Excellent,True
9770,9771,Female,White,47,25-60,26226,827,230008,Part-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,1,Excellent,True
5579,5580,Male,White,56,25-60,39179,827,112945,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,1,Excellent,True
3887,3888,Female,White,62,Over 60,42266,827,221239,Full-time,Bachelor's,Citizen,Limited,No,No,Urban Professional,1,Excellent,True
2717,2718,Female,White,59,25-60,107718,827,391206,Part-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,0,Excellent,True
808,809,Female,Hispanic,28,25-60,104663,827,251813,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,0,Excellent,True
9953,9954,Female,White,46,25-60,48853,827,208675,Gig,Graduate,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
2544,2545,Male,Black,20,Under 25,98408,827,355725,Full-time,Graduate,Citizen,Fluent,No,No,Historically Redlined,0,Excellent,True
8191,8192,Female,White,79,Over 60,142679,827,404203,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
6182,6183,Female,Black,56,25-60,57775,827,222617,Self-employed,Graduate,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
8673,8674,Female,Hispanic,74,Over 60,32135,827,229180,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,1,Excellent,True
41,42,Male,White,20,Under 25,97856,827,306865,Part-time,Some College,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
3949,3950,Male,Black,34,25-60,100239,827,438068,Part-time,High School,Citizen,Fluent,No,No,High-income Suburban,0,Excellent,True
508,509,Female,White,43,25-60,58594,826,188169,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
5781,5782,Female,White,20,Under 25,43024,826,234758,Self-employed,Some College,Citizen,Fluent,No,No,Urban Professional,0,Excellent,True
8624,8625,Female,Black,18,Under 25,76504,826,398777,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
4545,4546,Female,White,64,Over 60,157986,826,312888,Part-time,Bachelor's,Citizen,Limited,Yes,No,High-income Suburban,0,Excellent,True
7484,7485,Female,White,71,Over 60,155631,826,60663,Full-time,Graduate,Citizen,Fluent,No,Yes,Working Class Urban,0,Excellent,True
5822,5823,Female,White,66,Over 60,80833,826,228297,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,0,Excellent,True
688,689,Male,White,45,25-60,108303,826,171737,Self-employed,Graduate,Citizen,Limited,Yes,No,Urban Professional,0,Excellent,True
6072,6073,Female,White,73,Over 60,122707,826,174608,Full-time,Graduate,Citizen,Limited,No,No,High-income Suburban,0,Excellent,True
1430,1431,Female,Hispanic,39,25-60,84569,826,203164,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Working Class Urban,0,Excellent,True
2187,2188,Female,White,18,Under 25,110729,825,185673,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban,0,Excellent,True
5744,5745,Male,White,59,25-60,102925,825,104539,Unemployed,Some College,Citizen,Fluent,No,No,Urban Professional,0,Excellent,True
57,58,Female,Black,79,Over 60,141428,825,150930,Full-time,High School,Citizen,Fluent,No,No,Rural,0,Excellent,True
6074,6075,Male,White,33,25-60,50017,825,265577,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,0,Excellent,True
5083,5084,Female,Hispanic,77,Over 60,80731,825,279652,Self-employed,Some College,Citizen,Fluent,No,No,High-income Suburban,0,Excellent,True
482,483,Female,White,70,Over 60,86612,825,328749,Full-time,High School,Visa Holder,Fluent,No,No,Working Class Urban,0,Excellent,True
9111,9112,Male,Black,60,25-60,170518,825,352845,Part-time,Some College,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
1440,1441,Male,White,49,25-60,36176,825,250130,Full-time,Graduate,Citizen,Limited,Yes,No,High-income Suburban,0,Excellent,True
3200,3201,Female,White,46,25-60,45359,825,237415,Full-time,High School,Permanent Resident,Fluent,No,No,Working Class Urban,0,Excellent,True
4583,4584,Male,Hispanic,67,Over 60,110992,825,395811,Gig,Bachelor's,Citizen,Fluent,No,No,Rural,0,Excellent,True
7701,7702,Female,Hispanic,29,25-60,149200,824,429413,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,0,Excellent,True
1740,1741,Male,White,37,25-60,26307,824,348357,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,1,Excellent,True
136,137,Female,White,67,Over 60,54843,824,369085,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,0,Excellent,True
6835,6836,Female,White,62,Over 60,47738,824,359559,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Historically Redlined,0,Excellent,True
360,361,Male,Hispanic,33,25-60,46131,824,389919,Full-time,Graduate,Citizen,Limited,No,No,Urban Professional,0,Excellent,True
722,723,Male,White,30,25-60,134616,824,314605,Part-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,0,Excellent,True
3373,3374,Male,White,82,Over 60,29962,824,239240,Part-time,Some College,Citizen,Limited,No,No,Working Class Urban,0,Excellent,True
3391,3392,Female,Black,27,25-60,141981,824,63263,Part-time,High School,Citizen,Fluent,No,No,Historically Redlined,0,Excellent,True
8658,8659,Female,Asian,50,25-60,45532,824,176164,Part-time,Some College,Citizen,Fluent,No,Yes,High-income Suburban,0,Excellent,True
5369,5370,Female,White,46,25-60,163458,824,274496,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,0,Excellent,True
